Prix,Stock,Fabricant,Modèle,Série,Catégorie,Lien,Dispo occas,Lien petite annonce
1 190 ,Pas de stock,Cort,A5 Plus SCFF,Artisan,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/a5-plus-scff/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/a5-plus-scff/petites-annonces/
1 136.50 ,En stock,Ibanez,SRMS806,SR Workshop,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srms806-btt/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srms806-btt/petites-annonces/
7 899 ,Pas de stock,Fodera Guitars,Emperor 5 Standard,Basses électriques 5 cordes,17/01/2018,https://fr.audiofanzine.com/basse-electrique-divers/fodera-guitars/emperor-5-standard/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fodera-guitars/emperor-5-standard/petites-annonces/
198 ,En stock,Harley Benton,B-650,Progressive,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/b-650-black-progressive-series/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/b-650-black-progressive-series/petites-annonces/
888 ,En stock,Cort,A6 Plus,Basses électriques 5 cordes,09/01/2018,https://fr.audiofanzine.com/basse-electrique-divers/cort/a6-plus/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/a6-plus/petites-annonces/
886.40 ,En stock,LTD,B-208SM,Standard B,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-208sm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-208sm/petites-annonces/
 449.00 ,Aucune annonce,Hohner,Custom Edition Hollywood Bass VI,Basses électriques 5 cordes,08/12/2017,https://fr.audiofanzine.com/basse-electrique-divers/hohner/hohner-custom-edition-hollywood-bass-vi/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/hohner/hohner-custom-edition-hollywood-bass-vi/petites-annonces/
 350.00 ,Aucune annonce,Sire,Marcus Miller V7 Vintage 5ST (Ash),Marcus Miller V7,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-v7-swamp-ash-5-nt/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-v7-swamp-ash-5-nt/petites-annonces/
459 ,En stock,Yamaha,BB235,200,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/bb235/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/bb235/petites-annonces/
 150.00 ,Aucune annonce,Hohner,B2V,Basses électriques 5 cordes,07/07/2017,https://fr.audiofanzine.com/basse-electrique-divers/hohner/b2v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/hohner/b2v/petites-annonces/
 850.00 ,Aucune annonce,Ibanez,BTB745,BTB Standard,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb745/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb745/petites-annonces/
1 119 ,En stock,Ibanez,BTB846,BTB Standard,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb846/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb846/petites-annonces/
 650.00 ,Aucune annonce,Music Man,30th Anniversary Stingray 5 Bass,StingRay,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/music-man/30th-anniversary-stingray-5-bass/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/music-man/30th-anniversary-stingray-5-bass/petites-annonces/
301.50 ,En stock,Ibanez,TMB105,Talman Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/tmb105/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/tmb105/petites-annonces/
 450.00 ,Aucune annonce,Ibanez,TMB605,Talman Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/tmb605/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/tmb605/petites-annonces/
 1 200.00 ,Aucune annonce,Ibanez,SR5SMLTD,SR Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr5smltd/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr5smltd/petites-annonces/
 700.00 ,Aucune annonce,Gibson,EB Bass 5 2017 T,EB Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/gibson/eb-bass-5-2017-t/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/gibson/eb-bass-5-2017-t/petites-annonces/
1 549 ,Pas de stock,Spector,Legend 5 Neck-Thru,Basses électriques 5 cordes,01/08/2016,https://fr.audiofanzine.com/basse-electrique-divers/spector/legend-5-neck-thru/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/legend-5-neck-thru/petites-annonces/
 329.90 ,Aucune annonce,Squier,Pro Tone Precision Bass V,Pro Tone,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/squier/pro-tone-precision-bass-v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/squier/pro-tone-precision-bass-v/petites-annonces/
 510.00 ,1 petite annonce,Sire,Marcus Miller M7 5ST (Alder),Marcus Miller M7,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-m7-alder-5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-m7-alder-5/petites-annonces/
 517.00 ,Aucune annonce,Ibanez,AGBV205A,Artcore Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/agbv205a/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/agbv205a/petites-annonces/
 1 658.00 ,Aucune annonce,Fender,American Elite Jazz Bass V,American Elite,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-elite-jazz-bass-v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-elite-jazz-bass-v/petites-annonces/
 826.56 ,Aucune annonce,Ibanez,SRSC805,SR Workshop,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srsc805/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srsc805/petites-annonces/
 674.50 ,Aucune annonce,Fender,Deluxe Active Jazz Bass V [1998-2004],Deluxe Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/deluxe-active-jazz-bass-v-1998-2004/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/deluxe-active-jazz-bass-v-1998-2004/petites-annonces/
 1 166.25 ,Aucune annonce,Fender,American Deluxe Jazz Bass V [1998-2001],American Deluxe Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-1998-2001/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-1998-2001/petites-annonces/
 1 200.00 ,Aucune annonce,Fender,American Deluxe Jazz Bass V [2002-2003],American Deluxe Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-2002-2003/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-2002-2003/petites-annonces/
 1 403.33 ,Aucune annonce,Fender,American Deluxe Jazz Bass V [2010-2015],American Deluxe Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-2010-current/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-2010-current/petites-annonces/
 1 300.00 ,Aucune annonce,Fender,American Deluxe Precision Bass V [1998-2001],Precision Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-precision-bass-v-1998-2001/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-precision-bass-v-1998-2001/petites-annonces/
 1 200.00 ,Aucune annonce,Fender,American Deluxe Precision Bass V [2002-2003],Precision Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-precision-bass-v-2002-2003/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-precision-bass-v-2002-2003/petites-annonces/
 1 500.00 ,Aucune annonce,Fender,American Deluxe Precision Bass V [2003-2006],Precision Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-precision-bass-v-2003-2006/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-precision-bass-v-2003-2006/petites-annonces/
 1 800.00 ,Aucune annonce,Fender,American Deluxe Jazz Bass V FMT [2004-2006],Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-fmt-2004-2006/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-fmt-2004-2006/petites-annonces/
 790.00 ,Aucune annonce,Sandberg (Bass),Basic VM 5,Basses électriques 5 cordes,23/11/2015,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/basic-vm-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/basic-vm-5/petites-annonces/
 1 587.50 ,Aucune annonce,Dingwall,NG-2,Basses électriques 5 cordes,13/11/2015,https://fr.audiofanzine.com/basse-electrique-divers/dingwall/ng-2/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/dingwall/ng-2/petites-annonces/
 508.28 ,Aucune annonce,Ibanez,SR655,Basses électriques 5 cordes,19/10/2015,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr655/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr655/petites-annonces/
 1 500.00 ,Aucune annonce,Ken Smith,Burner Artist 5,Basses électriques 5 cordes,31/05/2015,https://fr.audiofanzine.com/basse-electrique-divers/ken-smith/burner-artist-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ken-smith/burner-artist-5/petites-annonces/
 85.83 ,Aucune annonce,Harley Benton,MB-5,Deluxe,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/mb-5-3-tone-sunburst/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/mb-5-3-tone-sunburst/petites-annonces/
 350.00 ,Aucune annonce,Music Man,SUB Sterling 5,Basses électriques 5 cordes,03/04/2015,https://fr.audiofanzine.com/basse-electrique-divers/music-man/sub-sterling-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/music-man/sub-sterling-5/petites-annonces/
 700.00 ,Aucune annonce,Ibanez,SRFF806,SR Workshop,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srff806/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srff806/petites-annonces/
 725.00 ,Aucune annonce,Ibanez,SRFF805,SR Workshop,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srff805/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srff805/petites-annonces/
 522.00 ,Aucune annonce,Ibanez,BTB685SC,BTB Workshop,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb685sc/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb685sc/petites-annonces/
 427.50 ,1 petite annonce,Sire,Marcus Miller V7 5ST (Alder),Marcus Miller V7,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-v7-alder-5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-v7-alder-5/petites-annonces/
 1 150.00 ,Aucune annonce,Sandberg (Bass),California TT 5,California T,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/california-tt-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/california-tt-5/petites-annonces/
 440.77 ,1 petite annonce,Sire,Marcus Miller V7 5ST (Ash),Marcus Miller V7,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-v7-ash-5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-v7-ash-5/petites-annonces/
 1 801.69 ,Aucune annonce,Warwick,Streamer LX LTD 2015 4 String,Signature (Germany),Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/streamer-lx-ltd-2015-4-string/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/streamer-lx-ltd-2015-4-string/petites-annonces/
 220.00 ,Aucune annonce,Squier,Deluxe Dimension Bass V,Basses électriques 5 cordes,28/01/2015,https://fr.audiofanzine.com/basse-electrique-divers/squier/deluxe-dimension-bass-v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/squier/deluxe-dimension-bass-v/petites-annonces/
 1 350.00 ,Aucune annonce,Reverend,Rumblefish R5L,Basses électriques 5 cordes,16/12/2014,https://fr.audiofanzine.com/basse-electrique-divers/reverend/rumblefish-r5l/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/reverend/rumblefish-r5l/petites-annonces/
 900.00 ,Aucune annonce,Warwick,Pro Star Bass 5,Basses électriques 5 cordes,12/12/2014,https://fr.audiofanzine.com/basse-electrique-divers/warwick/star-bass-proseries-5-cordes/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/star-bass-proseries-5-cordes/petites-annonces/
 430.00 ,Aucune annonce,Hohner,The Jack Bass Custom V,Basses électriques 5 cordes,10/11/2014,https://fr.audiofanzine.com/basse-electrique-divers/hohner/the-jack-bass-custom-v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/hohner/the-jack-bass-custom-v/petites-annonces/
 1 400.00 ,Aucune annonce,Fender,Jazz Bass Plus V [1990-1994],Basses électriques 5 cordes,07/11/2014,https://fr.audiofanzine.com/basse-electrique-divers/fender/jazz-bass-plus-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/jazz-bass-plus-5/petites-annonces/
 183.25 ,Aucune annonce,Yamaha,RBX550,RBX,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/rbx550/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/rbx550/petites-annonces/
 950.74 ,Aucune annonce,Ibanez,BTB7,Basses électriques 5 cordes,30/09/2014,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb7/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb7/petites-annonces/
 500.00 ,Aucune annonce,MTD (Michael Tobias Design),Kingston Z5,Basses électriques 5 cordes,14/08/2014,https://fr.audiofanzine.com/basse-electrique-divers/mtd-michael-tobias-design/kingston-z5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/mtd-michael-tobias-design/kingston-z5/petites-annonces/
 1 100.00 ,Aucune annonce,Sandberg (Bass),Basic Ken Taylor 5 Mahogany,Basses électriques 5 cordes,16/07/2014,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/basic-ken-taylor-5-mahogany/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/basic-ken-taylor-5-mahogany/petites-annonces/
929 ,En stock,Warwick,Corvette Standard 5 Active,Basses électriques 5 cordes,12/07/2014,https://fr.audiofanzine.com/basse-electrique-divers/warwick/corvette-standard-active-5c-black-satin/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/corvette-standard-active-5c-black-satin/petites-annonces/
 550.00 ,Aucune annonce,G&L,L-2500 Custom,L,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/g-l/l-2500-custom/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/g-l/l-2500-custom/petites-annonces/
 1 300.00 ,1 petite annonce,Sandberg (Bass),California VM 5,California VM,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/california-vm-5-tobacco-high-gloss-rosewood/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/california-vm-5-tobacco-high-gloss-rosewood/petites-annonces/
 400.00 ,Aucune annonce,MTD (Michael Tobias Design),Kingston Artist 5,Basses électriques 5 cordes,25/04/2014,https://fr.audiofanzine.com/basse-electrique-divers/mtd-michael-tobias-design/kingston-artist-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/mtd-michael-tobias-design/kingston-artist-5/petites-annonces/
 800.00 ,Aucune annonce,Ibanez,K5WHLTD,Fieldy,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/k5whltd/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/k5whltd/petites-annonces/
 200.00 ,Aucune annonce,Peavey,Millennium 5 BXP,Millennium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/peavey/millennium-5-bxp-trans-black/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/peavey/millennium-5-bxp-trans-black/petites-annonces/
 3 250.00 ,Aucune annonce,Ken Smith,BT  5 TNV,Basses électriques 5 cordes,30/03/2014,https://fr.audiofanzine.com/basse-electrique-divers/ken-smith/bt-5-tnv/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ken-smith/bt-5-tnv/petites-annonces/
 735.50 ,Aucune annonce,Warwick,Thum bass 5 string,Basses électriques 5 cordes,14/03/2014,https://fr.audiofanzine.com/basse-electrique-divers/warwick/thum-bass-5-string/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/thum-bass-5-string/petites-annonces/
 1 400.00 ,Aucune annonce,Bacchus,Woodline DX5 AC BGP,Basses électriques 5 cordes,26/02/2014,https://fr.audiofanzine.com/basse-electrique-divers/bacchus/woodline-dx5-ac-bgp/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/bacchus/woodline-dx5-ac-bgp/petites-annonces/
3 890 ,En stock,Ns Design,CR5,Radius,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ns-design/cr5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ns-design/cr5/petites-annonces/
 6 253.64 ,1 petite annonce,Fender,Bass VI (Made in Japan),Bass VI,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/bass-vi-mij-2013/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/bass-vi-mij-2013/petites-annonces/
199 ,En stock,Dean Guitars,Edge 09 5,Edge,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/dean-guitars/edge-09-5-classic-black/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/dean-guitars/edge-09-5-classic-black/petites-annonces/
359 ,En stock,Ibanez,GSR206B,GIO Soundgear,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsr206b/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsr206b/petites-annonces/
 300.00 ,Aucune annonce,Ibanez,SR375,SR Standard,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr375/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr375/petites-annonces/
 850.00 ,Aucune annonce,Ibanez,BTB686SC,BTB Workshop,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb686sc/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb686sc/petites-annonces/
8 699 ,Pas de stock,Fodera Guitars,Emperor 6 Standard,Basses électriques 5 cordes,26/01/2014,https://fr.audiofanzine.com/basse-electrique-divers/fodera-guitars/emperor-6-standard/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fodera-guitars/emperor-6-standard/petites-annonces/
 266.67 ,Aucune annonce,Ibanez,SDGR305,Basses électriques 5 cordes,17/01/2014,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sdgr305/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sdgr305/petites-annonces/
 4 800.00 ,Aucune annonce,MTD (Michael Tobias Design),MTD 635,Basses électriques 5 cordes,15/01/2014,https://fr.audiofanzine.com/basse-electrique-divers/mtd-michael-tobias-design/mtd-635/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/mtd-michael-tobias-design/mtd-635/petites-annonces/
 656.67 ,Aucune annonce,LTD,RB-1006BM,RB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/rb-1006bm-honey-natural/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/rb-1006bm-honey-natural/petites-annonces/
 90.00 ,Aucune annonce,Epiphone,EBM-5,EBM,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/epiphone/ebm-5-ebony/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/epiphone/ebm-5-ebony/petites-annonces/
 783.50 ,Aucune annonce,Gibson,EB Bass 5 String 2014,EB Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/gibson/eb-bass-5-string-2014-fireburst/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/gibson/eb-bass-5-string-2014-fireburst/petites-annonces/
 2 100.00 ,1 petite annonce,Warwick,Dolphin Pro I 5,Dolphin Pro I,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/dolphin-pro-i-5-natural-oil/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/dolphin-pro-i-5-natural-oil/petites-annonces/
 1 631.39 ,Aucune annonce,Warwick,Pro Streamer LX 6,Pro Streamer LX,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/pro-streamer-lx-6-natural-stain/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/pro-streamer-lx-6-natural-stain/petites-annonces/
 811.00 ,Aucune annonce,Warwick,Streamer Stage I 6,Streamer Stage I,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/streamer-stage-i-6-natural-oil/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/streamer-stage-i-6-natural-oil/petites-annonces/
 1 066.67 ,Aucune annonce,Warwick,Streamer Jazzman 5,Streamer Jazzman,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/streamer-jazzman-5-natural-oil/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/streamer-jazzman-5-natural-oil/petites-annonces/
865 ,En stock,Warwick,Streamer LX 5,Streamer LX,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/streamer-lx-5-burgundy-red-stain/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/streamer-lx-5-burgundy-red-stain/petites-annonces/
 1 400.00 ,Aucune annonce,Warwick,Streamer LX 6,Streamer LX,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/streamer-lx-6-natural-oil/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/streamer-lx-6-natural-oil/petites-annonces/
 267.00 ,Aucune annonce,Ibanez,SDGR500,Basses électriques 5 cordes,06/10/2013,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sdgr500/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sdgr500/petites-annonces/
148 ,En stock,Harley Benton,PJ-5,Deluxe,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/pj-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/pj-5/petites-annonces/
 1 200.00 ,Aucune annonce,Fender,American Deluxe Dimension Bass V HH,Dimension Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-dimension-bass-v-hh/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-dimension-bass-v-hh/petites-annonces/
 800.00 ,Aucune annonce,Fender,American Deluxe Dimension Bass V,Dimension Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-dimension-bass-v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-dimension-bass-v/petites-annonces/
 594.13 ,Aucune annonce,Fender,American Deluxe Jazz Bass V Ash [2004-2009],American Deluxe Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-ash-2004-2009/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-ash-2004-2009/petites-annonces/
 250.00 ,Aucune annonce,Squier,Vintage Modified Jaguar Bass V Special,Jaguar Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/squier/vintage-modified-series-jaguar-bass-v-special/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/squier/vintage-modified-series-jaguar-bass-v-special/petites-annonces/
 350.00 ,1 petite annonce,Squier,Vintage Modified Bass VI,Basses électriques 5 cordes,02/08/2013,https://fr.audiofanzine.com/basse-electrique-divers/squier/vintage-modified-series-bass-vi/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/squier/vintage-modified-series-bass-vi/petites-annonces/
 1 490.00 ,Aucune annonce,G&L,M-2500,M,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/g-l/m-2500/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/g-l/m-2500/petites-annonces/
 800.00 ,Aucune annonce,G&L,L-1505,L,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/g-l/l-1505/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/g-l/l-1505/petites-annonces/
 1 400.00 ,Aucune annonce,G&L,L-2500,L,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/g-l/l-2500/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/g-l/l-2500/petites-annonces/
 368.33 ,1 petite annonce,G&L,Tribute L-2500,Tribute L,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/g-l/tribute-l-2500/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/g-l/tribute-l-2500/petites-annonces/
